location,station_ID,year,month,filename
Pulau Ubin,106,2022,11,Pulau Ubin_106_202211.csv
Kent Ridge,71,2022,2,Kent Ridge_71_202202.csv
Bukit Panjang,64,2021,4,Bukit Panjang_64_202104.csv
Mandai,40,2019,5,Mandai_40_201905.csv
Pasir Panjang,116,2012,4,Pasir Panjang_116_201204.csv
Marine Parade,113,2015,2,Marine Parade_113_201502.csv
Newton,111,2019,10,Newton_111_201910.csv
Kampong Bahru,31,2015,2,Kampong Bahru_31_201502.csv
Toa Payoh,88,2018,2,Toa Payoh_88_201802.csv
Pasir Ris (Central),94,2023,2,Pasir Ris (Central)_94_202302.csv
Changi Climate Station,24,2023,2,Changi Climate Station_24_202302.csv
Whampoa,123,2013,10,Whampoa_123_201310.csv
Toa Payoh,88,2012,3,Toa Payoh_88_201203.csv
Seletar,25,2018,3,Seletar_25_201803.csv
Botanic Garden,120,2016,10,Botanic Garden_120_201610.csv
Macritchie Reservoir,07,2013,9,Macritchie Reservoir_07_201309.csv
Jurong Pier,33,2012,11,Jurong Pier_33_201211.csv
Tuas,89,2023,11,Tuas_89_202311.csv
Choa Chu Kang (Central),114,2019,8,Choa Chu Kang (Central)_114_201908.csv
Jurong Pier,33,2024,6,Jurong Pier_33_202406.csv
Punggol,81,2012,5,Punggol_81_201205.csv
Sentosa Island,60,2018,7,Sentosa Island_60_201807.csv
Buangkok,55,2017,9,Buangkok_55_201709.csv
Toa Payoh,88,2017,1,Toa Payoh_88_201701.csv
Ulu Pandan,35,2022,2,Ulu Pandan_35_202202.csv
Jurong (East),39,2013,2,Jurong (East)_39_201302.csv
Seletar,25,2018,10,Seletar_25_201810.csv
Khatib,122,2021,12,Khatib_122_202112.csv
Botanic Garden,120,2016,9,Botanic Garden_120_201609.csv
Punggol,81,2023,4,Punggol_81_202304.csv
Seletar,25,2012,2,Seletar_25_201202.csv
Dhoby Ghaut,118,2020,1,Dhoby Ghaut_118_202001.csv
Mandai,40,2013,5,Mandai_40_201305.csv
Punggol,81,2022,5,Punggol_81_202205.csv
Buangkok,55,2012,3,Buangkok_55_201203.csv
Dhoby Ghaut,118,2018,9,Dhoby Ghaut_118_201809.csv
Dhoby Ghaut,118,2013,5,Dhoby Ghaut_118_201305.csv
Tai Seng,43,2024,3,Tai Seng_43_202403.csv
East Coast Parkway,107,2023,7,East Coast Parkway_107_202307.csv
Punggol,81,2021,3,Punggol_81_202103.csv
Tanjong Katong,78,2018,3,Tanjong Katong_78_201803.csv
Newton,111,2020,4,Newton_111_202004.csv
Tuas,89,2013,10,Tuas_89_201310.csv
Admiralty,104,2012,9,Admiralty_104_201209.csv
Pulau Ubin,106,2023,3,Pulau Ubin_106_202303.csv
Khatib,122,2012,9,Khatib_122_201209.csv
Choa Chu Kang (Central),114,2016,11,Choa Chu Kang (Central)_114_201611.csv
Tengah,23,2016,6,Tengah_23_201606.csv
Ulu Pandan,35,2018,12,Ulu Pandan_35_201812.csv
Lim Chu Kang,112,2022,3,Lim Chu Kang_112_202203.csv
Serangoon North,110,2015,9,Serangoon North_110_201509.csv
Whampoa,123,2013,1,Whampoa_123_201301.csv
Pasir Ris (Central),94,2015,1,Pasir Ris (Central)_94_201501.csv
Lower Peirce Reservoir,08,2014,1,Lower Peirce Reservoir_08_201401.csv
Marina Barrage,108,2019,7,Marina Barrage_108_201907.csv
Lim Chu Kang,112,2021,4,Lim Chu Kang_112_202104.csv
Kranji Reservoir,66,2012,6,Kranji Reservoir_66_201206.csv
Tengah,23,2017,3,Tengah_23_201703.csv
Chai Chee,61,2015,8,Chai Chee_61_201508.csv
Upper Thomson,46,2015,8,Upper Thomson_46_201508.csv
Queenstown,77,2022,5,Queenstown_77_202205.csv
Pulau Ubin,106,2012,12,Pulau Ubin_106_201212.csv
Semakau Island,102,2018,12,Semakau Island_102_201812.csv
Whampoa,123,2017,6,Whampoa_123_201706.csv
Admiralty,104,2016,1,Admiralty_104_201601.csv
Admiralty,104,2021,11,Admiralty_104_202111.csv
Pasir Panjang,116,2023,2,Pasir Panjang_116_202302.csv
Toa Payoh,88,2012,7,Toa Payoh_88_201207.csv
Somerset (Road),79,2019,9,Somerset (Road)_79_201909.csv
Botanic Garden,120,2017,11,Botanic Garden_120_201711.csv
Tuas,89,2012,11,Tuas_89_201211.csv
Tuas,89,2018,12,Tuas_89_201812.csv
Botanic Garden,120,2014,4,Botanic Garden_120_201404.csv
Queenstown,77,2022,10,Queenstown_77_202210.csv
Upper Peirce Reservoir,69,2013,10,Upper Peirce Reservoir_69_201310.csv
Simei,84,2018,10,Simei_84_201810.csv
Somerset (Road),79,2022,8,Somerset (Road)_79_202208.csv
Jurong (North),101,2018,11,Jurong (North)_101_201811.csv
Pasir Ris (Central),94,2024,6,Pasir Ris (Central)_94_202406.csv
Ulu Pandan,35,2018,5,Ulu Pandan_35_201805.csv
Tanjong Pagar,72,2013,8,Tanjong Pagar_72_201308.csv
Marina Barrage,108,2014,1,Marina Barrage_108_201401.csv
Newton,111,2019,4,Newton_111_201904.csv
Marina Barrage,108,2017,8,Marina Barrage_108_201708.csv
Botanic Garden,120,2020,1,Botanic Garden_120_202001.csv
Bukit Timah,90,2020,1,Bukit Timah_90_202001.csv
Clementi,50,2017,5,Clementi_50_201705.csv
Ang Mo Kio,109,2014,1,Ang Mo Kio_109_201401.csv
Tengah,23,2020,7,Tengah_23_202007.csv
Tuas West,82,2022,2,Tuas West_82_202202.csv
Tengah,23,2023,8,Tengah_23_202308.csv
Choa Chu Kang (Central),114,2012,6,Choa Chu Kang (Central)_114_201206.csv
Changi Climate Station,24,2014,9,Changi Climate Station_24_201409.csv
Boon Lay (East),86,2014,1,Boon Lay (East)_86_201401.csv
Choa Chu Kang (Central),114,2014,12,Choa Chu Kang (Central)_114_201412.csv
Simei,84,2013,12,Simei_84_201312.csv
Buona Vista,92,2012,1,Buona Vista_92_201201.csv
Jurong (North),101,2016,12,Jurong (North)_101_201612.csv
Pasir Ris (Central),94,2021,6,Pasir Ris (Central)_94_202106.csv
East Coast Parkway,107,2012,7,East Coast Parkway_107_201207.csv
Jurong Island,117,2021,11,Jurong Island_117_202111.csv
Pasir Ris (Central),94,2016,4,Pasir Ris (Central)_94_201604.csv
Kent Ridge,71,2022,10,Kent Ridge_71_202210.csv
Serangoon,36,2020,4,Serangoon_36_202004.csv
Sentosa Island,60,2021,10,Sentosa Island_60_202110.csv
Admiralty,104,2024,6,Admiralty_104_202406.csv
Yishun,91,2014,9,Yishun_91_201409.csv
Ang Mo Kio,109,2015,10,Ang Mo Kio_109_201510.csv
Dhoby Ghaut,118,2021,1,Dhoby Ghaut_118_202101.csv
Jurong Island,117,2012,6,Jurong Island_117_201206.csv
Kent Ridge,71,2016,6,Kent Ridge_71_201606.csv
Boon Lay (East),86,2013,3,Boon Lay (East)_86_201303.csv
Sentosa Island,60,2015,8,Sentosa Island_60_201508.csv
Sentosa Island,60,2016,8,Sentosa Island_60_201608.csv
Clementi,50,2019,8,Clementi_50_201908.csv
Chai Chee,61,2019,10,Chai Chee_61_201910.csv
Pasir Panjang,116,2020,5,Pasir Panjang_116_202005.csv
Lim Chu Kang,112,2022,12,Lim Chu Kang_112_202212.csv
Punggol,81,2024,1,Punggol_81_202401.csv
East Coast Parkway,107,2018,7,East Coast Parkway_107_201807.csv
Semakau Island,102,2021,5,Semakau Island_102_202105.csv
Botanic Garden,120,2020,3,Botanic Garden_120_202003.csv
Lower Peirce Reservoir,08,2017,8,Lower Peirce Reservoir_08_201708.csv
Punggol,81,2020,7,Punggol_81_202007.csv
Pasir Ris (Central),94,2017,11,Pasir Ris (Central)_94_201711.csv
Pasir Panjang,116,2019,6,Pasir Panjang_116_201906.csv
Khatib,122,2020,7,Khatib_122_202007.csv
Ang Mo Kio,109,2017,7,Ang Mo Kio_109_201707.csv
Chai Chee,61,2022,11,Chai Chee_61_202211.csv
Kampong Bahru,31,2016,1,Kampong Bahru_31_201601.csv
Marine Parade,113,2013,1,Marine Parade_113_201301.csv
Queenstown,77,2018,7,Queenstown_77_201807.csv
Somerset (Road),79,2013,10,Somerset (Road)_79_201310.csv
Admiralty,104,2021,2,Admiralty_104_202102.csv
Jurong Pier,33,2018,9,Jurong Pier_33_201809.csv
Admiralty West,105,2014,8,Admiralty West_105_201408.csv
Tai Seng,43,2023,2,Tai Seng_43_202302.csv
Somerset (Road),79,2013,8,Somerset (Road)_79_201308.csv
Punggol,81,2020,11,Punggol_81_202011.csv
Clementi,50,2015,11,Clementi_50_201511.csv
Tai Seng,43,2012,4,Tai Seng_43_201204.csv
Sentosa Island,60,2014,6,Sentosa Island_60_201406.csv
Jurong (North),101,2019,3,Jurong (North)_101_201903.csv
Dhoby Ghaut,118,2017,5,Dhoby Ghaut_118_201705.csv
Choa Chu Kang (Central),114,2018,11,Choa Chu Kang (Central)_114_201811.csv
Botanic Garden,120,2020,12,Botanic Garden_120_202012.csv
Jurong Island,117,2023,11,Jurong Island_117_202311.csv
Changi Climate Station,24,2018,1,Changi Climate Station_24_201801.csv
Lower Peirce Reservoir,08,2020,6,Lower Peirce Reservoir_08_202006.csv
Semakau Island,102,2017,5,Semakau Island_102_201705.csv
Pasir Ris (West),29,2021,10,Pasir Ris (West)_29_202110.csv
Upper Peirce Reservoir,69,2021,11,Upper Peirce Reservoir_69_202111.csv
Choa Chu Kang (Central),114,2021,1,Choa Chu Kang (Central)_114_202101.csv
Queenstown,77,2013,6,Queenstown_77_201306.csv
Botanic Garden,120,2021,9,Botanic Garden_120_202109.csv
Jurong (West),44,2016,12,Jurong (West)_44_201612.csv
Newton,111,2016,5,Newton_111_201605.csv
Choa Chu Kang (South),121,2014,11,Choa Chu Kang (South)_121_201411.csv
Tai Seng,43,2012,1,Tai Seng_43_201201.csv
Somerset (Road),79,2023,3,Somerset (Road)_79_202303.csv
Punggol,81,2021,12,Punggol_81_202112.csv
Buona Vista,92,2020,9,Buona Vista_92_202009.csv
Pasir Ris (West),29,2022,12,Pasir Ris (West)_29_202212.csv
Clementi,50,2018,6,Clementi_50_201806.csv
Clementi,50,2020,10,Clementi_50_202010.csv
Punggol,81,2018,8,Punggol_81_201808.csv
Khatib,122,2016,7,Khatib_122_201607.csv
Admiralty West,105,2014,2,Admiralty West_105_201402.csv
Tuas South,115,2024,3,Tuas South_115_202403.csv
Admiralty,104,2018,7,Admiralty_104_201807.csv
Marine Parade,113,2016,7,Marine Parade_113_201607.csv
East Coast Parkway,107,2014,2,East Coast Parkway_107_201402.csv
Lim Chu Kang,112,2021,7,Lim Chu Kang_112_202107.csv
Bukit Timah,90,2024,3,Bukit Timah_90_202403.csv
Admiralty West,105,2013,10,Admiralty West_105_201310.csv
Queenstown,77,2012,8,Queenstown_77_201208.csv
Choa Chu Kang (West),11,2015,2,Choa Chu Kang (West)_11_201502.csv
Yishun,91,2016,6,Yishun_91_201606.csv
Tai Seng,43,2019,8,Tai Seng_43_201908.csv
Choa Chu Kang (South),121,2022,4,Choa Chu Kang (South)_121_202204.csv
Upper Peirce Reservoir,69,2021,7,Upper Peirce Reservoir_69_202107.csv
Mandai,40,2013,7,Mandai_40_201307.csv
Kranji Reservoir,66,2016,4,Kranji Reservoir_66_201604.csv
Bukit Timah,90,2021,6,Bukit Timah_90_202106.csv
Tanjong Pagar,72,2012,3,Tanjong Pagar_72_201203.csv
Serangoon,36,2020,12,Serangoon_36_202012.csv
Choa Chu Kang (Central),114,2022,3,Choa Chu Kang (Central)_114_202203.csv
Tai Seng,43,2013,5,Tai Seng_43_201305.csv
Bukit Panjang,64,2023,1,Bukit Panjang_64_202301.csv
Pasir Ris (Central),94,2018,10,Pasir Ris (Central)_94_201810.csv
Kent Ridge,71,2020,2,Kent Ridge_71_202002.csv
Pasir Ris (West),29,2020,7,Pasir Ris (West)_29_202007.csv
Seletar,25,2016,8,Seletar_25_201608.csv
Seletar,25,2022,3,Seletar_25_202203.csv
Tengah,23,2018,12,Tengah_23_201812.csv
Kampong Bahru,31,2013,1,Kampong Bahru_31_201301.csv
Bukit Timah,90,2019,2,Bukit Timah_90_201902.csv
Bukit Timah,90,2015,12,Bukit Timah_90_201512.csv
East Coast Parkway,107,2015,2,East Coast Parkway_107_201502.csv
Tuas,89,2021,10,Tuas_89_202110.csv
Tuas South,115,2022,3,Tuas South_115_202203.csv
Kranji Reservoir,66,2022,3,Kranji Reservoir_66_202203.csv
Dhoby Ghaut,118,2017,2,Dhoby Ghaut_118_201702.csv
Tuas South,115,2017,10,Tuas South_115_201710.csv
Admiralty,104,2016,8,Admiralty_104_201608.csv
Tanjong Katong,78,2014,11,Tanjong Katong_78_201411.csv
Changi Climate Station,24,2022,10,Changi Climate Station_24_202210.csv
Pulau Ubin,106,2013,2,Pulau Ubin_106_201302.csv
Queenstown,77,2022,8,Queenstown_77_202208.csv
Kent Ridge,71,2014,11,Kent Ridge_71_201411.csv
Tengah,23,2021,8,Tengah_23_202108.csv
Jurong Pier,33,2023,7,Jurong Pier_33_202307.csv
Changi Climate Station,24,2018,4,Changi Climate Station_24_201804.csv
Botanic Garden,120,2019,10,Botanic Garden_120_201910.csv
Tuas South,115,2012,4,Tuas South_115_201204.csv
Bukit Timah,90,2023,2,Bukit Timah_90_202302.csv
Upper Thomson,46,2013,11,Upper Thomson_46_201311.csv
Buangkok,55,2012,10,Buangkok_55_201210.csv
Simei,84,2018,7,Simei_84_201807.csv
Sentosa Island,60,2015,5,Sentosa Island_60_201505.csv
Simei,84,2023,8,Simei_84_202308.csv
Tanjong Katong,78,2013,2,Tanjong Katong_78_201302.csv
Khatib,122,2013,10,Khatib_122_201310.csv
Mandai,40,2018,5,Mandai_40_201805.csv
Choa Chu Kang (West),11,2019,10,Choa Chu Kang (West)_11_201910.csv
Sentosa Island,60,2019,3,Sentosa Island_60_201903.csv
Mandai,40,2014,1,Mandai_40_201401.csv
Tuas South,115,2022,10,Tuas South_115_202210.csv
Jurong Island,117,2019,3,Jurong Island_117_201903.csv
Kampong Bahru,31,2013,8,Kampong Bahru_31_201308.csv
Tuas South,115,2023,4,Tuas South_115_202304.csv
Marina Barrage,108,2021,11,Marina Barrage_108_202111.csv
Tengah,23,2024,2,Tengah_23_202402.csv
Upper Thomson,46,2018,5,Upper Thomson_46_201805.csv
Simei,84,2012,10,Simei_84_201210.csv
Pulau Ubin,106,2024,6,Pulau Ubin_106_202406.csv
Choa Chu Kang (Central),114,2019,3,Choa Chu Kang (Central)_114_201903.csv
Bukit Timah,90,2020,5,Bukit Timah_90_202005.csv
Upper Thomson,46,2015,10,Upper Thomson_46_201510.csv
Serangoon,36,2014,2,Serangoon_36_201402.csv
Admiralty West,105,2016,9,Admiralty West_105_201609.csv
Upper Thomson,46,2016,6,Upper Thomson_46_201606.csv
Tai Seng,43,2020,4,Tai Seng_43_202004.csv
Sentosa Island,60,2014,8,Sentosa Island_60_201408.csv
Upper Peirce Reservoir,69,2016,10,Upper Peirce Reservoir_69_201610.csv
Clementi,50,2013,11,Clementi_50_201311.csv
Admiralty,104,2014,7,Admiralty_104_201407.csv
Simei,84,2016,6,Simei_84_201606.csv
Khatib,122,2016,4,Khatib_122_201604.csv
Somerset (Road),79,2019,7,Somerset (Road)_79_201907.csv
Marine Parade,113,2020,2,Marine Parade_113_202002.csv
Tuas West,82,2012,7,Tuas West_82_201207.csv
Toa Payoh,88,2020,10,Toa Payoh_88_202010.csv
Marina Barrage,108,2013,6,Marina Barrage_108_201306.csv
Botanic Garden,120,2013,8,Botanic Garden_120_201308.csv
Nicoll Highway,119,2015,10,Nicoll Highway_119_201510.csv
Whampoa,123,2018,6,Whampoa_123_201806.csv
Changi Climate Station,24,2017,12,Changi Climate Station_24_201712.csv
Kranji Reservoir,66,2018,8,Kranji Reservoir_66_201808.csv
Choa Chu Kang (Central),114,2023,10,Choa Chu Kang (Central)_114_202310.csv
Tengah,23,2021,12,Tengah_23_202112.csv
Marina Barrage,108,2019,12,Marina Barrage_108_201912.csv
Marina Barrage,108,2012,4,Marina Barrage_108_201204.csv
Choa Chu Kang (South),121,2012,7,Choa Chu Kang (South)_121_201207.csv
Choa Chu Kang (Central),114,2019,9,Choa Chu Kang (Central)_114_201909.csv
Chai Chee,61,2015,7,Chai Chee_61_201507.csv
Marina Barrage,108,2023,5,Marina Barrage_108_202305.csv
Pulau Ubin,106,2021,5,Pulau Ubin_106_202105.csv
Chai Chee,61,2013,9,Chai Chee_61_201309.csv
Seletar,25,2022,6,Seletar_25_202206.csv
Serangoon,36,2014,1,Serangoon_36_201401.csv
Jurong Pier,33,2019,1,Jurong Pier_33_201901.csv
Nicoll Highway,119,2022,2,Nicoll Highway_119_202202.csv
Marina Barrage,108,2021,12,Marina Barrage_108_202112.csv
Jurong Pier,33,2013,2,Jurong Pier_33_201302.csv
Pasir Ris (West),29,2019,10,Pasir Ris (West)_29_201910.csv
Sentosa Island,60,2023,2,Sentosa Island_60_202302.csv
Marina Barrage,108,2013,7,Marina Barrage_108_201307.csv
Kampong Bahru,31,2015,12,Kampong Bahru_31_201512.csv
Toa Payoh,88,2021,5,Toa Payoh_88_202105.csv
Pasir Panjang,116,2023,10,Pasir Panjang_116_202310.csv
Sentosa Island,60,2019,12,Sentosa Island_60_201912.csv
Botanic Garden,120,2024,2,Botanic Garden_120_202402.csv
Lim Chu Kang,112,2021,10,Lim Chu Kang_112_202110.csv
Punggol,81,2023,1,Punggol_81_202301.csv
Changi Climate Station,24,2024,3,Changi Climate Station_24_202403.csv
Boon Lay (West),63,2018,10,Boon Lay (West)_63_201810.csv
Choa Chu Kang (Central),114,2015,8,Choa Chu Kang (Central)_114_201508.csv
Jurong Island,117,2022,9,Jurong Island_117_202209.csv
Somerset (Road),79,2023,10,Somerset (Road)_79_202310.csv
Toa Payoh,88,2012,11,Toa Payoh_88_201211.csv
Admiralty,104,2012,7,Admiralty_104_201207.csv
Semakau Island,102,2016,7,Semakau Island_102_201607.csv
Simei,84,2020,2,Simei_84_202002.csv
Sentosa Island,60,2018,4,Sentosa Island_60_201804.csv
Tuas South,115,2020,10,Tuas South_115_202010.csv
Mandai,40,2024,5,Mandai_40_202405.csv
Khatib,122,2021,5,Khatib_122_202105.csv
Nicoll Highway,119,2012,9,Nicoll Highway_119_201209.csv
Lim Chu Kang,112,2019,5,Lim Chu Kang_112_201905.csv
Jurong Pier,33,2017,1,Jurong Pier_33_201701.csv
Choa Chu Kang (Central),114,2021,10,Choa Chu Kang (Central)_114_202110.csv
Tuas,89,2023,12,Tuas_89_202312.csv
Somerset (Road),79,2016,4,Somerset (Road)_79_201604.csv
Botanic Garden,120,2016,5,Botanic Garden_120_201605.csv
Choa Chu Kang (Central),114,2020,9,Choa Chu Kang (Central)_114_202009.csv
Bukit Timah,90,2013,5,Bukit Timah_90_201305.csv
Seletar,25,2024,6,Seletar_25_202406.csv
Tai Seng,43,2015,3,Tai Seng_43_201503.csv
Whampoa,123,2012,4,Whampoa_123_201204.csv
Jurong (West),44,2012,7,Jurong (West)_44_201207.csv
Tuas West,82,2017,3,Tuas West_82_201703.csv
Jurong Island,117,2020,2,Jurong Island_117_202002.csv
Jurong (North),101,2016,11,Jurong (North)_101_201611.csv
Whampoa,123,2022,9,Whampoa_123_202209.csv
Marina Barrage,108,2012,5,Marina Barrage_108_201205.csv
Kranji Reservoir,66,2013,8,Kranji Reservoir_66_201308.csv
Semakau Island,102,2019,7,Semakau Island_102_201907.csv
Jurong (West),44,2012,2,Jurong (West)_44_201202.csv
Jurong Island,117,2016,4,Jurong Island_117_201604.csv
Pasir Ris (Central),94,2020,11,Pasir Ris (Central)_94_202011.csv
Tengah,23,2024,4,Tengah_23_202404.csv
Ang Mo Kio,109,2012,4,Ang Mo Kio_109_201204.csv
Botanic Garden,120,2018,2,Botanic Garden_120_201802.csv
Semakau Island,102,2023,6,Semakau Island_102_202306.csv
Kranji Reservoir,66,2020,9,Kranji Reservoir_66_202009.csv
Tuas West,82,2022,11,Tuas West_82_202211.csv
Dhoby Ghaut,118,2022,4,Dhoby Ghaut_118_202204.csv
Queenstown,77,2023,2,Queenstown_77_202302.csv
Khatib,122,2018,9,Khatib_122_201809.csv
Newton,111,2024,4,Newton_111_202404.csv
Bukit Panjang,64,2018,10,Bukit Panjang_64_201810.csv
Bukit Timah,90,2017,9,Bukit Timah_90_201709.csv
Pasir Ris (West),29,2014,8,Pasir Ris (West)_29_201408.csv
Upper Peirce Reservoir,69,2016,7,Upper Peirce Reservoir_69_201607.csv
Boon Lay (East),86,2012,6,Boon Lay (East)_86_201206.csv
East Coast Parkway,107,2021,6,East Coast Parkway_107_202106.csv
Ulu Pandan,35,2015,1,Ulu Pandan_35_201501.csv
Punggol,81,2013,6,Punggol_81_201306.csv
Pasir Panjang,116,2023,5,Pasir Panjang_116_202305.csv
Choa Chu Kang (South),121,2020,4,Choa Chu Kang (South)_121_202004.csv
Ang Mo Kio,109,2015,12,Ang Mo Kio_109_201512.csv
Choa Chu Kang (South),121,2012,12,Choa Chu Kang (South)_121_201212.csv
Tuas,89,2020,4,Tuas_89_202004.csv
Tengah,23,2023,2,Tengah_23_202302.csv
Clementi,50,2022,5,Clementi_50_202205.csv
Khatib,122,2018,6,Khatib_122_201806.csv
Bukit Panjang,64,2015,12,Bukit Panjang_64_201512.csv
Pulau Ubin,106,2017,7,Pulau Ubin_106_201707.csv
Macritchie Reservoir,07,2017,7,Macritchie Reservoir_07_201707.csv
Dhoby Ghaut,118,2018,8,Dhoby Ghaut_118_201808.csv
East Coast Parkway,107,2016,7,East Coast Parkway_107_201607.csv
Queenstown,77,2019,9,Queenstown_77_201909.csv
Changi Climate Station,24,2023,11,Changi Climate Station_24_202311.csv
Pasir Panjang,116,2017,5,Pasir Panjang_116_201705.csv
Jurong Island,117,2020,1,Jurong Island_117_202001.csv
Ulu Pandan,35,2013,5,Ulu Pandan_35_201305.csv
Pasir Panjang,116,2017,8,Pasir Panjang_116_201708.csv
Pasir Ris (Central),94,2019,10,Pasir Ris (Central)_94_201910.csv
East Coast Parkway,107,2018,5,East Coast Parkway_107_201805.csv
Buona Vista,92,2012,4,Buona Vista_92_201204.csv
Botanic Garden,120,2023,7,Botanic Garden_120_202307.csv
Tai Seng,43,2018,10,Tai Seng_43_201810.csv
Whampoa,123,2023,1,Whampoa_123_202301.csv
Tengah,23,2022,2,Tengah_23_202202.csv
Tanjong Katong,78,2013,7,Tanjong Katong_78_201307.csv
Kampong Bahru,31,2016,7,Kampong Bahru_31_201607.csv
Somerset (Road),79,2020,5,Somerset (Road)_79_202005.csv
Nicoll Highway,119,2019,6,Nicoll Highway_119_201906.csv
Jurong (North),101,2014,8,Jurong (North)_101_201408.csv
Queenstown,77,2015,6,Queenstown_77_201506.csv
Bukit Timah,90,2020,12,Bukit Timah_90_202012.csv
Somerset (Road),79,2016,8,Somerset (Road)_79_201608.csv
Bukit Panjang,64,2017,6,Bukit Panjang_64_201706.csv
Pasir Panjang,116,2015,6,Pasir Panjang_116_201506.csv
Tuas,89,2023,10,Tuas_89_202310.csv
Tai Seng,43,2019,6,Tai Seng_43_201906.csv
Bukit Panjang,64,2017,10,Bukit Panjang_64_201710.csv
Macritchie Reservoir,07,2021,10,Macritchie Reservoir_07_202110.csv
Pasir Panjang,116,2014,11,Pasir Panjang_116_201411.csv
Buona Vista,92,2016,4,Buona Vista_92_201604.csv
Choa Chu Kang (Central),114,2022,12,Choa Chu Kang (Central)_114_202212.csv
Tengah,23,2019,6,Tengah_23_201906.csv
Ang Mo Kio,109,2012,12,Ang Mo Kio_109_201212.csv
Boon Lay (East),86,2016,1,Boon Lay (East)_86_201601.csv
Lower Peirce Reservoir,08,2016,4,Lower Peirce Reservoir_08_201604.csv
Lim Chu Kang,112,2014,8,Lim Chu Kang_112_201408.csv
Marina Barrage,108,2012,2,Marina Barrage_108_201202.csv
Simei,84,2018,4,Simei_84_201804.csv
Clementi,50,2018,5,Clementi_50_201805.csv
Jurong Pier,33,2022,9,Jurong Pier_33_202209.csv
Tanjong Katong,78,2015,2,Tanjong Katong_78_201502.csv
Sentosa Island,60,2015,9,Sentosa Island_60_201509.csv
Sentosa Island,60,2016,2,Sentosa Island_60_201602.csv
Buona Vista,92,2019,9,Buona Vista_92_201909.csv
Changi Climate Station,24,2014,4,Changi Climate Station_24_201404.csv
Lower Peirce Reservoir,08,2017,5,Lower Peirce Reservoir_08_201705.csv
Ang Mo Kio,109,2019,9,Ang Mo Kio_109_201909.csv
Macritchie Reservoir,07,2017,6,Macritchie Reservoir_07_201706.csv
Whampoa,123,2018,12,Whampoa_123_201812.csv
Nicoll Highway,119,2022,7,Nicoll Highway_119_202207.csv
Admiralty,104,2012,1,Admiralty_104_201201.csv
Seletar,25,2019,1,Seletar_25_201901.csv
East Coast Parkway,107,2023,10,East Coast Parkway_107_202310.csv
Choa Chu Kang (South),121,2022,7,Choa Chu Kang (South)_121_202207.csv
Punggol,81,2015,6,Punggol_81_201506.csv
Kranji Reservoir,66,2023,7,Kranji Reservoir_66_202307.csv
Seletar,25,2022,5,Seletar_25_202205.csv
Mandai,40,2016,10,Mandai_40_201610.csv
Tanjong Katong,78,2024,6,Tanjong Katong_78_202406.csv
Serangoon,36,2024,1,Serangoon_36_202401.csv
Admiralty,104,2020,11,Admiralty_104_202011.csv
Upper Peirce Reservoir,69,2016,11,Upper Peirce Reservoir_69_201611.csv
Pasir Ris (West),29,2021,7,Pasir Ris (West)_29_202107.csv
Kent Ridge,71,2016,4,Kent Ridge_71_201604.csv
Nicoll Highway,119,2016,10,Nicoll Highway_119_201610.csv
Toa Payoh,88,2017,8,Toa Payoh_88_201708.csv
Tengah,23,2017,11,Tengah_23_201711.csv
Sentosa Island,60,2014,9,Sentosa Island_60_201409.csv
Ulu Pandan,35,2020,2,Ulu Pandan_35_202002.csv
Marina Barrage,108,2022,9,Marina Barrage_108_202209.csv
